,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
285,FHWA,Rural,Foley Transportation Regional Infrastructure Pedestrian System (TRIPS),City of Foley,2013,Capital,Road,"TIGER funds will be used to reconstruct deteriorated roadways that are also in need of bike lanes and sidewalks. The project will also improve four intersections to improve safety and build a pedestrian bridge. This project builds on Foley’s complete streets policy to enhance safety, health, and quality of life. Through this grant, Foley is implementing the priorities of its city-wide Bicycle and Pedestrian Plan to enhance non-motorized transportation options.",4728507.0,"(30.406397, -87.683816)",30.406397,-87.683816
286,FTA,Rural,Randolph County Housing and Transportation Plan,Randolph County Housing Authority,2010,Planning,Planning,"The project will support a county-wide plan that targets the housing and transportation needs of a growing senior population and connects people with available jobs. This master plan will also recommend spaces for farmland preservation. The grant will support localized plans to increase pedestrian and bike connectivity in two Elkins’ neighborhoods that are mixed-income and close to jobs, schools, and in-town amenities. Finally, a Bus Transit Plan will assess the opportunities and risks of expanding the bus routes both in Elkins and surrounding areas to increase ridership and better support commuters. ",85750.0,"(38.923485, -79.84655)",38.923485,-79.84655
287,FHWA,Urban,Greening the Gateways,City of Jackson,2015,Capital,Road,"The Greening the Gateways Project will implement a road diet and construct complete streets, including pedestrian improvements and design elements, to manage drainage and mitigate sanitary sewer overflows along North State Street and West County Line Road in Jackson, and provide greater access to Tougaloo College.  ",16500000.0,"(32.3723, -90.1724)",32.3723,-90.1724
288,FHWA,Rural,Reconstruct Mitchell-Rapid City Railroad ,South Dakota DOT,2010,Capital,Rail,"The Mitchell-Rapid City Rail (MRC) line project will rebuild a state-owned branch line from Mitchell to Chamberlain, South Dakota. The reconstructed rail line will increase the capacity and efficiency of the line principally used for transportation of agricultural commodities. The existing branch line is in poor condition, limiting the amount of freight shipped over the railway. This will take 7,200 truckloads of grain and puts them on rail, reducing emissions and road maintenance costs and lowering shipping costs for farmers and give South Dakota farmers easier access to national and international markets served by Burlington Northern Santa Fe, Union Pacific, and Canadian Pacific.",16000000.0,"(43.969098, -99.307137)",43.969098,-99.307137
289,FTA,Urban,Newark Regional Transportation Center,Wilmington Area Planning Council (WILMAPCO),2012,Capital,Rail,"TIGER funds will be used to create a regional transportation center at the site of the proposed University of Delaware’s Science and Technology campus, a transit-oriented development on the site of a former Chrysler Assembly Plant. The project consists of two new high-level platforms, a new station building, realignment of nearby Norfolk Southern yard tracks, construction of a new rail track at the north end of the rail yard, and new turnouts accessing the rail yard track.",10000000.0,"(39.679409, -75.751934)",39.679409,-75.751934
290,FHWA,Urban,Tampa Downtown Multimodal Improvements,"City of Tampa, FL",2012,Capital,Bicycle and Pedestrian,"TIGER funds will be used to support bicycle and pedestrian transportation connections downtown. This project will complete the remaining sections of the 2.6 mile Tampa Riverwalk and construct the 1.7-mile Selmon Greenway. This project completes 12 years of planning by providing a 2.4 mile multimodal transportation loop in downtown Tampa. This project is supported by both public and private entities, including a non-profit created specifically for capital fundraising.",10943100.0,"(27.947055, -82.459609)",27.947055,-82.459609
291,FTA,Urban,Linking Greenville’s Neighborhoods to Jobs and Open Space ,"City of Greenville, South Carolina",2010,Planning,Planning,"The project will include comprehensive planning for a transit-oriented development (TOD) and a community park that serves adjacent low- to moderate-income neighborhoods, capitalizing on an AMTRAK station and nearby downtown Greenville. Planning will also examine multi-modal connections, including utilization of a bus rapid transit route to link the TOD and affordable housing to economic opportunity centers. The city’s west side, located along the Reedy River just upstream from downtown, is home to abandoned and derelict manufacturing buildings, textile facilities, and boarded-up service stations. The goal of this project is to reverse the trend of decline and improve the quality of life for the area’s residents by creating a community with affordable workforce housing, recreation opportunities, open spaces, new schools, shopping, and improved transit service that capitalizes on an AMTRAK station and nearby downtown Greenville.",235000.0,"(34.847702, -82.400094)",34.847702,-82.400094
292,FTA,Urban,Central Phoenix Multimodal Transportation Improvement Plan,City of Phoenix,2014,Planning,Transit,"The Central Phoenix Multi-Modal Transportation Improvements project will conduct an environmental assessment and conceptual engineering for the South Central Transit Corridor, a 5-mile light rail line operating on Central Avenue between downtown Phoenix and Baseline Road that the Phoenix City Council identified as the locally preferred alternative for high-capacity transit service in fall 2013.",1600000.0,"(33.428719, -112.073851)",33.428719,-112.073851
293,FHWA,Urban,Saint Paul Union Depot Multi-Modal Transit and Transportation Hub,Ramsey County Railroad Authority,2009,Capital,Transit,"The project will renovate the city’s historic Union Depot and co-locate Amtrak, intercity bus carriers, local bus, light rail services, taxis, and bicycle accommodations in the heart of downtown Saint Paul, presenting an opportunity to promote economic growth and create a vibrant, multi- modal transportation center. This connects several modes of transportation, thereby increasing efficiency and improving the overall level of service for all modes. The establishment of the multi-modal center with associated commercial development within the Depot will bring growth to the downtown area and improve the connectivity of Saint Paul to other cities in the region. The inclusion of protected bike storage will enable riders to access transit options without having to drive a car.",35000000.0,"(44.93754, -93.088145)",44.93754,-93.088145
294,FTA,Urban,Normal Multimodal Transportation Center,"Town of Normal, IL",2009,Capital,Transit,"This will create a centralized transportation hub connecting the town of Normal’s aviation, rail, bus, automobile and pedestrian facilities to bring numerous modes of transportation together under one roof. Normal is located in the heart of Illinois along a major rail corridor between Chicago and St. Louis, and at the intersection of three interstate highways (I-55, I-74 and I-39), resulting in high levels of intercity bus traffic. The hub less than four miles from the Central Illinois Regional Airport, and will strategically sit on the primary leg of a heavily used 26-plus-mile dedicated bicycle and pedestrian pathway connecting Normal with Bloomington. This will creates a hub for numerous modes of transportation, including Amtrak, intercity bus, local transit, cars, shuttles, taxis, bicycles and pedestrians.",22000000.0,"(40.507686, -89.002381)",40.507686,-89.002381
