,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
4758,2013,Chillicothe Viaduct Safety Initiative,Tri-County Regional Planning Commission,Illinois,Peoria,Road,Rural,19200000.0,24000000.0,E: Regional Organization,TIGER 2013
4759,2013,The Abraham Lincoln Central Illinois Knowledge Corridor,Tri-County Regional Planning Commission,Illinois,Peoria,Transit,Urban,22800000.0,28500000.0,E: Regional Organization,TIGER 2013
4760,2013,U.S. Route 14 Grade Separation at the Canadian National Railroad,"Village of Barrington, Illinois",Illinois,Barrington,Freight Rail,Urban,49680000.0,62100000.0,C: City or Township Government,TIGER 2013
4761,2013,"Barrington Road Full Interchange, Pedestrian, and Bicycle Improvement Project",Village of Hoffman Estates,Illinois,Schaumburg,Road,Urban,13000000.0,68000000.0,C: City or Township Government,TIGER 2013
4762,2013,The Village of Oak Park Inner-Ring Renaissance Project,Village of Oak Park,Illinois,Oak Park,Road,Urban,14475281.0,20886765.0,C: City or Township Government,TIGER 2013
4763,2013,"The Village of Tinley Park (""the Village"") is the applicant for a TIGERV grant to implement an innovative, intermodal effort to reduce atmospheric carbon by completing the Downtown Parking Deck/Plaza",Village of Tinley Park,Illinois,Tinley Park,Road,Urban,25000000.0,30000000.0,C: City or Township Government,TIGER 2013
4764,2013,Monument Circle District Reconstruction,City of Indianapolis,Indiana,Indianapolis,Road,Urban,15000000.0,48000000.0,C: City or Township Government,TIGER 2013
4765,2013,"West Lafayette, Indiana Perimeter Parkway","City of West Lafayette, Indiana",Indiana,West Lafayette,Road,Urban,12432000.0,15541000.0,C: City or Township Government,TIGER 2013
4766,2013,Compressed Natural Gas Buses and Compressed Natural Gas Fueling Infrastructure,Greater Lafayette Public Transportation Corporation,Indiana,Lafayette,Transit,Urban,10060000.0,12575000.0,D: Special District Government,TIGER 2013
4767,2013,Fort Wayne Triple Crown Intermodal Expansion Project,Indiana Department of Transportation,Indiana,Indianapolis,Freight Rail,Urban,13000000.0,22700000.0,A: State Government,TIGER 2013
4768,2013,The White River Freight Railroad Bridge Replacement Project,Indiana Department of Transportation,Indiana,Indianapolis,Road,Rural,8245820.0,13845820.0,A: State Government,TIGER 2013
4769,2013,Replacement/Rehabilitated Buses from diesel to All-Electric,Indianapolis Pulic Transportation Corporation (IndyGo),Indiana,Indianapolis,Transit,Urban,10000000.0,12500000.0,X: Other (specify),TIGER 2013
4770,2013,Eight Street Bridge over the White River -- An Urban Bridge Replacement in a Financially Struggling Community,Madison County,Indiana,Anderson,Road,Urban,1000000.0,18259000.0,B: County Government,TIGER 2013
4771,2013,7th(a) Road from Pine Road to Linden Trail,Marshall County,Indiana,Plymouth,Road,Rural,7500000.0,19579000.0,B: County Government,TIGER 2013
4772,2013,South Shore State of Good Repair Initiative,Northern Indiana Commuter Transportation District,Indiana,Chesterton,Freight Rail,Urban,20821500.0,31512000.0,X: Other (specify),TIGER 2013
4773,2013,Bridge and Port Infrastructure Improvement,"Perry County, Indiana",Indiana,Tell City,Road,Rural,4185000.0,5835000.0,B: County Government,TIGER 2013
4774,2013,96th Street and Keystone Parkway Interchange Project,"The City of Carmel, Indiana",Indiana,Carmel,Road,Urban,20932767.0,26159959.0,C: City or Township Government,TIGER 2013
4775,2013,Santa Claus 2013 Transportation Improvement Project,"Town of Santa Claus, Indiana",Indiana,Santa Claus,Bicycle and Pedestrian,Rural,5650000.0,6263636.0,C: City or Township Government,TIGER 2013
4776,2013,Collins Road NE (IA Highway 100) Reconstruction from East of Northland Avenue NE to Interstate 380,City of Cedar Rapids,Iowa,Cedar Rapids,Road,Urban,52400000.0,65500000.0,C: City or Township Government,TIGER 2013
4777,2013,Coralville Transit Intermodal Facility,City of Coralville,Iowa,Coralville,Transit,Urban,16666673.0,25953341.0,C: City or Township Government,TIGER 2013
4778,2013,22nd Century Main Streets,"City of Davenport, Iowa",Iowa,Davenport,Road,Urban,40000000.0,50000000.0,C: City or Township Government,TIGER 2013
4779,2013,Dubuque Intermodal Transportation Campus,"City of Dubuque, Iowa",Iowa,Dubuque,Transit,Urban,10729042.0,15724404.0,C: City or Township Government,TIGER 2013
4780,2013,"North Liberty and Coralville, Iowa Highway 965 Corridor Improvements Project","City of North Liberty, Iowa",Iowa,North Liberty,Road,Urban,18000000.0,30000000.0,C: City or Township Government,TIGER 2013
4781,2013,Sioux City 18th Street Viaduct,"City of Sioux City, Iowa",Iowa,Sioux City,Road,Urban,13899970.0,19857100.0,C: City or Township Government,TIGER 2013
4782,2013,Iowa state-wide bus replacement project,Iowa Department of Transportation,Iowa,Ames,Transit,Urban,17920000.0,22400000.0,A: State Government,TIGER 2013
4783,2013,Upper Midwest Transportation Hub,Iowa Department of Transportation,Iowa,Ames,Freight Rail,Rural,15957644.0,24613157.0,A: State Government,TIGER 2013
4784,2013,NW 66th Avenue Reconstruction and Kempton Bridge Replacement Project with Multi-use Trail Connections.,Polk County,Iowa,Des Moines,Road,Rural,10141326.0,27414464.0,B: County Government,TIGER 2013
4785,2013,Northeast Iowa's Livable Rural Communities Project,"Winneshiek County, Iowa",Iowa,Decorah,Road,Rural,1651475.0,2202000.0,B: County Government,TIGER 2013
4786,2013,"Southwest Chief Line Upgrade.  Improvement along the Southwest Chief route to preserve passenger service through western Kansas, eastern Colorado and northern New Mexico.","City of Garden City, Kansas",Kansas,Garden City,Freight Rail,Rural,15000000.0,22050000.0,C: City or Township Government,TIGER 2013
4787,2013,Davis Road and Walking and Biking Path Improvements in the Northeast Ottawa Industrial Park,"City of Ottawa, Kansas",Kansas,Ottawa,Road,Rural,5640000.0,6640000.0,C: City or Township Government,TIGER 2013
4788,2013,NORTHERN FLYER PROJECT,"City of Wichita, Kansas",Kansas,Wichita,Freight Rail,Rural,9700000.0,12700000.0,C: City or Township Government,TIGER 2013
4789,2013,I-495 & US 69 Interchange Brown Project,Kansas Department of Transportation,Kansas,Topeka,Road,Urban,48000000.0,60000000.0,A: State Government,TIGER 2013
4790,2013,Reconstructing Major Transit Routes Through the University of Kansas Campus,"University of Kansas Center for Research, Inc.",Kansas,Lawrence,Road,Urban,12000000.0,15000000.0,X: Other (specify),TIGER 2013
4791,2013,The Glasgow Alternative Transportation Endeavor (G.A.T.E.),City of Glasgow,Kentucky,Glasgow,Bicycle and Pedestrian,Rural,3500000.0,3500000.0,C: City or Township Government,TIGER 2013
4792,2013,Dawkins Line Trail Project,Kentucky Transportation Cabinet,Kentucky,Frankfort,Bicycle and Pedestrian,Rural,5400000.0,5400000.0,A: State Government,TIGER 2013
4793,2013,Lextran Administrative and Maintenance Facility Project,LexTran - Transit Authority of the Lexington-Fayette Urban County Government,Kentucky,Lexington,Transit,Urban,11209600.0,14012000.0,X: Other (specify),TIGER 2013
4794,2013,Lextran Bus Replace Project,LexTran - Transit Authority of the Lexington-Fayette Urban County Government,Kentucky,Lexington,Transit,Urban,16772000.0,20965000.0,X: Other (specify),TIGER 2013
4795,2013,Poland Avenue Cruise Terminal,Board of Commissioners of the Port of New Orleans,Louisiana,New Orleans,Maritime,Urban,16348477.0,36411047.0,X: Other (specify),TIGER 2013
4796,2013,New Orleans Union Passenger Terminal Enhancement Project,City of New Orleans,Louisiana,New Orleans,Freight Rail,Urban,10126671.0,13502227.0,C: City or Township Government,TIGER 2013
4797,2013,Bridge Rail Modifications on the Lake Pontchartrain Causeway,Greater New Orleans Expressway Commission,Louisiana,New Orleans,Road,Urban,22400000.0,28000000.0,,TIGER 2013
4798,2013,Safety and Access Enhancements on the Lake Pontchartrain Causeway Bridge and Approache,Greater New Orleans Expressway Commission,Louisiana,New Orleans,Road,Urban,5500000.0,11000000.0,,TIGER 2013
4799,2013,LA Hwy 42 Widening,Louisiana Department of Transportation and Development,Louisiana,Baton Rouge,Road,Urban,19500000.0,49985000.0,A: State Government,TIGER 2013
4800,2013,Verot School Road Widening,Louisiana Department of Transportation and Development,Louisiana,Baton Rouge,Road,Urban,17460725.0,47925906.0,A: State Government,TIGER 2013
4801,2013,Atchafalaya River and Gulf Intracoastal Waterway Dockside Intermodal Terminal Improvements,Morgan City Harbor and Terminal District,Louisiana,Morgan City,Maritime,Urban,14343870.0,17929838.0,D: Special District Government,TIGER 2013
4802,2013,Ninth Ward Streetcar Extension Project,New Orleans Regional Transit Authority,Louisiana,New Orleans,Transit,Urban,19400000.0,30500000.0,X: Other (specify),TIGER 2013
4803,2013,Globalplex Rail Infrastructure Improvements,Port of South Louisiana,Louisiana,La Place,Maritime,Rural,9531787.0,12781787.0,D: Special District Government,TIGER 2013
4804,2013,Port Manchac Inter-Modal Terminal Facility Improvements Project.,South Tangipahoa Parish Port Commission,Louisiana,Natalbany,Maritime,Rural,12000000.0,12000000.0,A: State Government,TIGER 2013
4805,2013,Reconstruction of the Chalmette Slip,"St. Bernard Port, Harbor and Terminal Dist",Louisiana,Chalmette,Maritime,Urban,10000000.0,35000000.0,X: Other (specify),TIGER 2013
4806,2013,TOWN OF MARINGOUIN STREET REHABILITATION PROJECT,TOWN OF MARINGOUIN,Louisiana,Maringouin,Other,Rural,1800000.0,1925000.0,C: City or Township Government,TIGER 2013
4807,2013,"Extension of Earl J. Barbry, Sr. Boulevard",Tunica-Biloxi Tribe of Louisiana,Louisiana,Marksville,Road,Rural,1987861.0,2687861.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2013
4808,2013,Multi-Modal Transportation Solutions for Four Counties in Eastern Maine,Eastern Maine Development Corporation,Maine,Bangor,Transit,Rural,4961347.0,6672253.0,B: County Government,TIGER 2013
4809,2013,Eastport Breakwater Replacement,Eastport Port Authority,Maine,Eastport,Maritime,Rural,6000000.0,11000000.0,A: State Government,TIGER 2013
4810,2013,Penobscot River Bridge Replacement,Maine Department of Transportation,Maine,Augusta,Road,Rural,4700000.0,18800000.0,A: State Government,TIGER 2013
4811,2013,Rail Replacement of the Sarah Mildred Long Bridge.,Maine Department of Transportation,Maine,Augusta,Road,Rural,86750000.0,146750000.0,A: State Government,TIGER 2013
4812,2013,The Downeaster Service Optimization Project,Northern New England Passenger Rail Authority,Maine,Portland,Freight Rail,Rural,10500000.0,29500000.0,X: Other (specify),TIGER 2013
4813,2013,High Street Corridor Improvements-High Street Reconstruction and Long Wharf Waterfront Improvements,City of Cambridge,Maryland,Cambridge,Road,Rural,3835000.0,4829000.0,C: City or Township Government,TIGER 2013
4814,2013,Port of Baltimore Export Expansion,Maryland Department of Transportation,Maryland,Baltimore,Maritime,Urban,10000000.0,29153000.0,A: State Government,TIGER 2013
4815,2013,Berkshire Regional Transit Authority Replacement Vehicles,Berkshire Regional Transit Authority,Massachusetts,Pittsfield,Transit,Rural,2086420.0,2608025.0,E: Regional Organization,TIGER 2013
4816,2013,P&W Mainline Bridge Replacement Project,Central Massachusetts Regional Planning Commission (CMRPC),Massachusetts,Worcester,Road,Urban,18744000.0,29744000.0,E: Regional Organization,TIGER 2013
4817,2013,Connect Historic Boston,City of Boston,Massachusetts,Boston,Road,Urban,15523700.0,23043700.0,C: City or Township Government,TIGER 2013
4818,2013,Hamilton Canal District: Connecting to the New Economy,"City of Lowell, Massachusetts",Massachusetts,Lowell,Road,Urban,10945000.0,15045000.0,C: City or Township Government,TIGER 2013
4819,2013,I-95 Northbound Dedham Street Off-Ramp and Dedham Street/Canton Street Corridor Project,Massachusetts Department of Transportation,Massachusetts,Boston,Road,Urban,34400000.0,43000000.0,A: State Government,TIGER 2013
4820,2013,MassDOT Springfield Union Station ITC Expansion Project,Massachusetts Department of Transportation,Massachusetts,Boston,Freight Rail,Urban,20250000.0,29250000.0,A: State Government,TIGER 2013
4821,2013,Platform Construction and Capacity Expansion at Ruggles Commuter Rail Station,Massachusetts Department of Transportation,Massachusetts,Boston,Freight Rail,Urban,20000000.0,25000000.0,A: State Government,TIGER 2013
4822,2013,Beaver Island:  Construction of a New Ferry and Dock Renovation,Beaver Island Transportation Authoprity,Michigan,Beaver Island,Transit,Rural,6800000.0,8500000.0,X: Other (specify),TIGER 2013
4823,2013,Beaver Island Multi-Modal Transportation Building,Charlevoix County Road Commission,Michigan,Boyne City,Transit,Rural,1010000.0,1730000.0,B: County Government,TIGER 2013
4824,2013,Opening the Downriver Economic Corridor: Allen Road Grade Separation,Charter County of Wayne,Michigan,Detroit,Freight Rail,Urban,23937000.0,29921000.0,B: County Government,TIGER 2013
4825,2013,GREY TO GREEN: A FORD ROAD MULTIMODAL RENOVATION.,Charter Township of Canton,Michigan,Canton,Road,Urban,15850000.0,36350000.0,C: City or Township Government,TIGER 2013
4826,2013,The I-75/University Drive Bridge Replacement and Diverging Diamond Interchange (DDI) Project,"City of Auburn Hills, Michigan",Michigan,Auburn Hills,Road,Urban,11500000.0,16250000.0,C: City or Township Government,TIGER 2013
4827,2013,Repurposing Harbor Beach: Creating a world-class international seaport at the Port of Harbor Beach,"City of Harbor Beach, Michigan",Michigan,Harbor Beach,Maritime,Rural,17537833.0,21922291.0,C: City or Township Government,TIGER 2013
4828,2013,Replacement of East Main Street Bridge,City of Morenci,Michigan,Morenci,Road,Rural,1630000.0,1630000.0,C: City or Township Government,TIGER 2013
4829,2013,The Western Michigan Intercity Passenger Rail Connectivity & Expansion Initiative,City of New Buffalo,Michigan,New Buffalo,Freight Rail,Rural,58293469.0,72866836.0,C: City or Township Government,TIGER 2013
4830,2013,St. Joseph River Harbor Commercial Port,County of Berrien,Michigan,Saint Joseph,Maritime,Urban,10000000.0,12500000.0,B: County Government,TIGER 2013
4831,2013,Grayling Region I-75 Access Project,Crawford County Road Commission,Michigan,Grayling,Road,Rural,13832533.0,14258937.0,B: County Government,TIGER 2013
4832,2013,County Road 420 Bridge Replacement - Reviving a Vital Regional Economic Link in Jeopardy,Delta County Road Commission,Michigan,Escanaba,Road,Rural,2400000.0,2500000.0,B: County Government,TIGER 2013
4833,2013,Sault Ste. Marie International Bridge South End Widening Project,International Bridge Administration,Michigan,Sault Sainte Marie,Road,Rural,9000000.0,13000000.0,X: Other (specify),TIGER 2013
4834,2013,KBIC L'Anse Main and Broad Street Corridor Improvements Project,Keweenaw Bay Indian Community,Michigan,Baraga,Road,Rural,6350000.0,6750000.0,I: Indian/Native American Tribal Government (Federally Recognized),TIGER 2013
4835,2013,Ottawa Lake Rural Rail Reconstruction and Extension,"Lenawee County, Michigan",Michigan,Adrian,Freight Rail,Rural,9000000.0,15000000.0,B: County Government,TIGER 2013
